country,city,name,description,rating,reviews,km_to_centre,min_private_price,min_dorm_price
peru,cusco,Magicpacker Hostel,Magicpacker Hostel is the perfect match for your holidays in Cusco and Peru.,8.5,(442),- 0.82km from city centre,€8.59,€6.36
peru,cusco,Wild Rover Cusco,"Wild Rover Cusco is a low-cost social experience with the best panoramic view of Cusco from our infamous on-site restaurant & bar “Fada” located 800 meters from the main plaza of Cusco Plaza de Armas. We focus on good friendly service, social activities &...",8.8,(3132),- 0.88km from city centre,€23.53,€10.17
peru,cusco,Hospedaje Turistico Recoleta,Hospedaje Turistico Recoleta is situated very close to Plaza de Armas (main square),9.3,(3425),- 1.05km from city centre,€11.03,€10.11
peru,cusco,Selina Saphi Cusco,Welcome to our new house Selina Cusco offering you true Inca and Selina style accommodation.,8.2,(208),- 0.88km from city centre,€14.48,€9.19
peru,cusco,Pirwa Backpackers Colonial,"We’re 2 blocks from the Plaza, with bar, fast food, movie & game lounges, agency; breakfast, internet, wi-fi included!",8.0,(1108),- 0.43km from city centre,€14.71,€8.46
peru,cusco,Casa Suecia,"Casa Suecia will aid you to explore and discover Cusco, Peru and the World.",7.9,(25),- 0.6km from city centre,€9.19,
peru,cusco,Eco Inn,Ecopackers is an exclusive hang out for those who want the privilege of staying down town in a vintage house,7.7,(1452),- 0.9km from city centre,€13.79,€10.11
peru,cusco,Apu Wasi,Apu Wasi hostels in Cuzco is located in the historic center of the Imperial City,6.9,(95),- 0.84km from city centre,€10.11,
peru,cusco,Kurumi Hostel,"Being new owners to this hostel we are hoping you can help us, to help you make a warm, welcoming hostel in the heart of Cusco.",6.3,(134),- 0.51km from city centre,€6.36,€5.60
peru,cusco,Chusay Rooftop,Cuzco is a city in the Peruvian Andes that was the capital of the Inca Empire and is known for its archaeological remains and Spanish colonial architecture.,5.7,(40),- 0.86km from city centre,€8.90,€7.89
peru,cusco,Marvelous Hotel Cusco,"Marvelous Hotel Cusco it's a new building with new facilities , located in Cusco just 3 minutes from the main square. Provides a terrace with a spectacular view of the main square of Cusco. We are just 5 minutes from the main square and 15 minutes from the...",4.0,(2),- 0.68km from city centre,€9.81,€5.52
peru,cusco,Pachamas Hostel,A terrace overlooking the city of Cusco. Private and shared rooms available!!,3.0,(3),- 0.11km from city centre,€4.24,€6.36
peru,cusco,Pachamama Hostel,"Beyond comfort, Pachamama Hostel offers you more than just accommodation, it provides the warmth of your own home.",,,- 0.86km from city centre,€8.25,€6.67
peru,cusco,Sacred Point,"Nestled in the heart of Ollantaytambo, Sacred Point offers a unique experience with its Inca architecture and tranquil surroundings.",,,- 42.39km from city centre,€4.45,€6.36
peru,cusco,Antis Cusco,"Popular points of interest near Antis Cusco include Sacsayhuaman, Cathedral of Cusco and Cusco Main Square. Features a restaurant, free WIFI and a bar.",,,- 0.56km from city centre,€4.60,
peru,cusco,Xplora Hostel Cusco,"Featuring a shared lounge, garden and views of garden, Xplora Hostel Cusco is set in Cusco, 1.1 km from Santo Domingo Church.",,,- 1.01km from city centre,,€8.28
peru,cusco,Aqua Hotel Cusco,"Located in Cusco and within 600 m of Hatun Rumiyoc. At the hotel, all rooms come with a desk, a flat-screen TV, a private bathroom.",10,(2),- 0.61km from city centre,€11.49,
peru,cusco,New Day Cusco B&B,Stay in the heart of Cusco. Offers a restaurant with spectacular views where you can see the city of Cusco and the impressive mountains.,10,(2),- 0.69km from city centre,€19.92,
peru,cusco,El Labrador Hostal,"All rooms feature a flat-screen TV with cable channels and a private bathroom. Located 200 m from Coricancha, 600 m from Santo Domingo Church.",10,(1),- 3.13km from city centre,€8.48,
peru,cusco,Hotel Boutique Gold Garden,Hotel Boutique Gold Garden in Cusco has a garden and a bar.,9.7,(5),- 0.56km from city centre,€24.68,
peru,cusco,Mama's House,"Mama's House, our accommodation has been created to the enjoyment of our visitors, we are located a few blocks from the Plaza de Armas of the City of Cusco.",9.4,(2),- 0.75km from city centre,€7.66,
peru,cusco,Hostal Cusco Internacional,"International Hostels a great place to enjoy your holidays in Cusco, Peru.",9.2,(65),- 0.56km from city centre,€15.33,
peru,cusco,Kaaro House Cusco,"Set in Cusco, within 400 m of La Merced Church and 400 m of Cusco Main Square. Offers accommodation with a garden and free WiFi.",9.1,(22),- 0.53km from city centre,€14.94,
peru,cusco,Casa Inn Hostal,"Casa Inn Hostal a cozy colonial house full of greenery, located in Cusco, just three blocks from the Plaza Armas in the historic center of the city.",9.1,(10),- 0.77km from city centre,€6.13,
peru,cusco,Royal Qosqo,"Royal Qosqo hotel is located in the heart of the city of Cusco, features regional tours and a charming cobblestone courtyard with a café.",8.9,(3),- 0.41km from city centre,€25.29,
peru,cusco,International House Cusco,Cuzco is a city in the Peruvian Andes that was the capital of the Inca Empire and is known for its archaeological remains and Spanish colonial architecture.,7.7,(64),- 0.39km from city centre,€6.78,
peru,cusco,Enede Hostel,"Less than 1 km from Santa Catalina Convent, a 9-minute walk from La Compania Church and 600 meters from La Merced Church.",6.6,(1),- 0.67km from city centre,€6.44,
peru,cusco,Cozy Room Cusco,Cozy Rooms Cusco is a hotel in Cusco formed by a team that has extensive knowledge.,4.3,(2),- 1.05km from city centre,€14.71,
peru,cusco,Laramani Hotel Boutique,"Somos una empresa hotelera hecha por manos cusqueas; para hacer de su estada en esta ciudad imperial, u",0.0,(7),- 3.47km from city centre,€57.56,
peru,cusco,Anden Inka Hotel,The construction of the hotel conserves the colonial style of the zone and contemplates all the today's tourist needs.,0.0,(3),- 0.74km from city centre,€30.65,
peru,cusco,Tayta Wasi Hostel,All our rooms have a private bathroom. Located 4 blocks from the main square.,,,- 0.56km from city centre,€9.56,
peru,cusco,Museo Cusco,"Located in a traditional building in a neighbourhood of Cusco from the 1920s, modernized by keeping its own Museum alive, and implementing all the necessary services in a peaceful and relaxed environment.",,,- 1.03km from city centre,€3.68,
peru,cusco,Apart Hotel El Puma,"Provides a shared lounge and a terrace, Apart Hotel El Puma is ideally set in the centre of Cusco, 2.7 km from Wanchaq Train station.",,,- 0.44km from city centre,€12.26,
peru,cusco,Wild Rover Cusco,"Wild Rover Cusco is a low-cost social experience with the best panoramic view of Cusco from our infamous on-site restaurant & bar “Fada” located 800 meters from the main plaza of Cusco Plaza de Armas. We focus on good friendly service, social activities &...",8.8,(3132),- 0.88km from city centre,€23.53,€10.17
peru,cusco,Hospedaje Turistico Recoleta,Hospedaje Turistico Recoleta is situated very close to Plaza de Armas (main square),9.3,(3425),- 1.05km from city centre,€11.03,€10.11
peru,cusco,Usgar San Pedro Boutique,"Featuring a shared lounge, garden and views of garden, Usgar San Pedro Boutique is located in Cusco, less than 1 km from Central Market.",,,- 0.82km from city centre,€29.88,
peru,cusco,Anden Inca,Each area of the hotel is designed to convey to our guests an experience of a vibrant and ancient city like Cusco.,,,- 0.8km from city centre,€35.24,
peru,cusco,Hostal El Grial,"It is located in an antique building from the 17th century in the San Blas district, the artisan district.",10,(180),- 0.55km from city centre,€9.96,
peru,cusco,Casona Juan Antonio,"We are located in the heart of Cusco!! With affordable prices, you can choose to have a cultural experience and the feeling of being at home.",10,(2),- 0.68km from city centre,,€9.19
peru,cusco,El Tuco Hostel,At El Tuco Hostel we are a very friendly and amusing young couple that will make them feel like at home.,9.7,(682),- 0.75km from city centre,€7.36,
peru,cusco,Kukuli Lodge B,"We offer you a traditional atmosphere, gardens with native Andean plants.",9.7,(6),- 2.12km from city centre,€9.19,
peru,cusco,Hostal Tu Hogar,"Hostal Tu Hogar is located just 3 blocks from the Plaza de Armas, in the picturesque neighborhood of art",8.9,(21),- 0.45km from city centre,€2.93,
peru,cusco,Peruvian Hotel,The Grasshopper Hostel offer you guys a small bar with the best selected cocktails in the world.,2.0,(408),- 0.94km from city centre,€1.91,
peru,cusco,Hostal El Triunfo,In the center of the magical city of Cusco only half block from the Main Square is Hostal El Triunfo where you will find a warm welcome,0.0,(352),- 0.25km from city centre,€24.14,
peru,cusco,Mallmanya Inn,"Mallmanya Hotel, is located in a very quiet area, a little away from the noise of the city, ideal for viejeros who enjoy the most of your stay in the beautiful city of Cusco.",0.0,(51),- 0.96km from city centre,€8.90,
peru,arequipa,MB Hostel Arequipa,"Best location, Only 20 meters from Plaza de Armas,We are 100% backpacker's hostel, great atmosphere, for backpackers by backpackers,100% Peruvian",9.0,(1927),- 0.07km from city centre,€6.90,€6.25
peru,arequipa,Tajmani Hostel Arequipa,"Provided full comfort & privacy to all travellers, each room features a hot shower, full private bathroom, & a large yet bright room.",9.2,(47),- 0.24km from city centre,€7.59,€5.52
peru,arequipa,Pusary Hostel,"Our location is perfect. At the hostel, the rooms include a terrace. At Pusary Hostel each room has a seating area.",9.7,(1),- 0.34km from city centre,€6.74,€6.44
peru,arequipa,Lonko Hostel,"Our gorgeous hostel is one of Arequipa´s newest, and most definitely the funkiest and friendliest!",9.6,(726),- 0.6km from city centre,€8.05,€7.36
peru,arequipa,Econunay,"We want to show you a different experience of a backpacker's life. We want you to fell like home, exchange cultures and life styles.",9.5,(726),- 0.73km from city centre,€9.19,€6.37
peru,arequipa,Arequipay Backpackers Downtown,We are a hostel that feels like a home. Chill out with like-minded people from around the world that trav,9.3,(3041),- 0.71km from city centre,€9.19,€6.62
peru,arequipa,Way Kap Hostel Arequipa,"Way Kap Hostel Arequipa is perfect accommodation for touring the historic centre, knowing the surroundings and enjoying a drink or typical food of the city.",9.2,(250),- 0.49km from city centre,,€8.48
peru,arequipa,Tajmani Hostel Arequipa,"Provided full comfort & privacy to all travellers, each room features a hot shower, full private bathroom, & a large yet bright room.",9.2,(48),- 0.24km from city centre,€7.59,€5.52
peru,arequipa,Flying Dog Hostel Arequipa,"Flying Dog is located in Arequipa, Peru",9.1,(445),- 0.36km from city centre,€10.45,€7.39
peru,arequipa,Le Foyer Arequipa,"Le Foyer Arequipa offers the best location in the city at a good price, recommended on Lonely Planet for more than 15 years and hundreds of guests vouching for us every year, recommending us and coming back. We have been hosting international travellers for...",9.1,(356),- 0.27km from city centre,€9.96,
peru,arequipa,MB Hostel Arequipa,"Best location, Only 20 meters from Plaza de Armas,We are 100% backpacker's hostel, great atmosphere, for backpackers by backpackers,100% Peruvian",9.0,(1928),- 0.07km from city centre,€6.90,€6.25
peru,arequipa,Mango Hostel,"Mango Hostel is a new brand in Arequipa, we offer privates and shared rooms.",9.0,(350),- 0.35km from city centre,€9.75,€6.36
peru,arequipa,Selina Arequipa,"Selina Arequipa is in the center of it all. Step out into Centro Historico to visit churches, bars, restaurants, and cafes",8.8,(350),- 0.69km from city centre,€11.26,€11.95
peru,arequipa,Hostal Sol de Oro,"Hostal Sol de Oro, a place that offers its guests the comfort of a good Hostal with the warmth and the personal attention that makes you feel at home.",8.5,(816),- 0.24km from city centre,€7.36,€5.70
peru,arequipa,Peter's Hostel,Peter's Hostel the coolest Hostel in Arequipa.,8.1,(93),- 0.16km from city centre,€9.19,€9.19
peru,arequipa,La Posada del Misti,"La Posada Del Misti is in an excellent, very safe location, just 5 blocks from the Central Plaza or Historic Center of Arequipa. Among the facilities of this establishment are a shared kitchen and a tour desk.",8.0,(1),- 0.9km from city centre,€5.09,€6.36
peru,arequipa,Holidays Hostel Arequipa,Welcome to the brand new Holidays Hostel Arequipa situated in the heart of Arequipa - well known as Ciuda,6.3,(50),- 0.03km from city centre,€9.34,
peru,arequipa,Marlon's House in Arequipa,"Marlons's House is located in Arequipa, Peru",4.9,(603),- 0.66km from city centre,€9.19,€4.14
peru,arequipa,Sambo's Hostel,"We are a new B&B run by our family, but with an experience of almost 10 years and we perfectly know the needs of a guest.",2.0,(102),- 0.34km from city centre,€5.98,€6.44
peru,arequipa,La Casa De Margott,"Rooms at La Casa de Margot are decorated with brick and stone walls, as well as carved lintels and sills. They all include a private bathroom and cable TV.",0.0,(1),- 0.31km from city centre,€19.08,
peru,arequipa,Rumi Wasi inn Chivay,"Located a 4-minute walk from the main square, Rumi Wasi offers accommodations in Chivay.Some rooms have balconies with views of the mountains.",,,- 84.68km from city centre,€9.33,
peru,arequipa,Villa Sillar,"Villa Sillar will help you to meet Arequipa, Peru and the World.",,,- 0.26km from city centre,€24.60,
peru,arequipa,Hotel Virreinal AQP,"We are located in a quiet and safe area minutes from the Plaza de Armas. Equipped with rooms with private bathrooms, it has a reception, terrace, patio, kitchen, laundry.",9.3,(9),- 0.7km from city centre,€11.43,
peru,arequipa,Casona de Sillar,Casona de Sillar in Arequipa provides accommodation with a terrace and a shared lounge. All rooms boast a flat-screen TV with cable channels and a private bathroom.,2.0,(2),- 0.79km from city centre,€8.48,
peru,arequipa,Chikan Hotel Arequipa,If you’re looking to explore Arequipa and would like to stay somewhere with a bit more charm and appeal some to us and we will do our very best to accommodate you and help you find your way!,0.0,(144),- 0.8km from city centre,€13.99,
peru,arequipa,El Monarca Arequipa,El Monarca Arequipa is the perfect match for your holidays in Arequipa and Peru.,0.0,(18),- 0.72km from city centre,€9.19,
peru,arequipa,Holistic Scandinavia House,"Located in Arequipa, Holistic Scandinavia House specializes in the care of the energetic compass of Chi, an ancestral technique for your highest benefit when resting.",,,- 0.39km from city centre,€11.49,
peru,arequipa,Casa California,"Casa California is a hostel that offers you spaces to share and enjoy indoors and outdoors, located in a central area, facilitating access to various places in our city, it is the perfect combination of comfort and tranquillity.",,,- 86.52km from city centre,€5.09,
peru,arequipa,El Balcón Hostal Turístico,"Featuring a garden, a bar and a terrace. Located is 600 m away from the main square.",,,- 0.89km from city centre,€15.47,
peru,arequipa,Mandala Rooms & Services,Walk through the Historic Center of Arequipa and relive the colonial era!!,,,- 1.67km from city centre,€10.17,€7.12
peru,arequipa,Las Torres de Ugarte,"3 stars Hostel - Las Torres de Ugarte is located in the center of the Arequipa City, next to the Monastery of Santa Catalina.",9.7,(248),- 0.49km from city centre,€24.14,
peru,arequipa,Park Hostal,Located in the heart of the historic center of the city. Offering comfortable rooms with breakfast and free WiFi.,9.3,(122),- 0.34km from city centre,€10.11,€7.63
peru,arequipa,MB Hostel Arequipa,"Best location, Only 20 meters from Plaza de Armas,We are 100% backpacker's hostel, great atmosphere, for backpackers by backpackers,100% Peruvian",9.0,(1927),- 0.07km from city centre,€6.90,€6.25
peru,arequipa,Tajmani Hostel Arequipa,"Provided full comfort & privacy to all travellers, each room features a hot shower, full private bathroom, & a large yet bright room.",9.2,(47),- 0.24km from city centre,€7.59,€5.52
peru,arequipa,Hostal Lluvia de Oro,"The hostel is a colonial house with wooden floor, a small garden, some rooms have balcony, we also have a small terrace that overlooks the Chachani and Misti volcanoes.",8.6,(12),- 0.34km from city centre,€6.87,
peru,arequipa,Peru Swiss Hostel,Peru Swiss Hostel is the perfect match for your holidays in Arequipa and Peru.,7.7,(8),- 0.49km from city centre,€8.48,
peru,arequipa,Arequipay Backpackers Apartment Guesthouse,"You will feel at home in our place. We offer you a quiet, illuminated, very clean and above all cozy place. Hi, I'm Evelin and I welcome you to my home. We are my 9-year-old daughter named Valentina, Blacky (our cat) and me. Valentina, Blacky and I really...",0.0,(21),- 2.11km from city centre,€7.82,
peru,huacachina,Wild Rover Huacachina,"Wild Rover Huacachina is a low-cost party hostel located in the heart of Huacachina desert oasis. We are a no frills, all thrills experience! We focus on good friendly service, social activities & creating a fun, friendly & safe environment for our guests",8.5,(1374),- 0.05km from city centre,€27.94,€10.16
peru,huacachina,La Casa de Bamboo,"La Casa de Bamboo offers you the very best of Huacahina, Ica and Peru.",9.7,(108),- 0.2km from city centre,€14.89,
peru,huacachina,The Upcycled Hostel,Hello traveler! Huacachina is a location full of experiences. The amazing dunes will welcome you by surro,9.5,(792),- 0.92km from city centre,€14.22,€12.19
peru,huacachina,Banana's Adventure,Banana's Adventure combines everything a traveler expects from a hostel: Ã¢Ëœâ€¦ RELAX Kick b,9.0,(3122),- 0.16km from city centre,€24.61,€20.97
peru,huacachina,Wild Olive Guesthouse,Wild Olive Guesthouse is set in a beautiful colonial house. The property offers comfortable and stylish rooms for all.,8.7,(760),- 0.08km from city centre,€1.59,€10.16
peru,huacachina,Hostal Huacachina Sunset,Hostal Huacachina Sunset is the perfect match for your holidays in Ica and Peru.,8.5,(47),- 0.19km from city centre,€11.56,€13.77
peru,huacachina,Wild Rover Huacachina,"Wild Rover Huacachina is a low-cost party hostel located in the heart of Huacachina desert oasis. We are a no frills, all thrills experience! We focus on good friendly service, social activities & creating a fun, friendly & safe environment for our guests",8.5,(1375),- 0.05km from city centre,€27.94,€10.16
peru,huacachina,El Boulevard,"On the left side of the lagoon 'Huacachina' is located El Boulevard, a beautiful house that has retained its beauty over time.",7.1,(200),- 0.18km from city centre,€16.79,
peru,huacachina,Carola Lodge,Carola Lodge is the perfect match for your holidays in Huacachina and Peru.,8.1,(71),- 0.15km from city centre,€15.24,
peru,huacachina,La Dulce Estancia,La Dulce Estancia offers comfortable rooms and all facilities expected for a great stay in Huacachina.,7.4,(20),- 1.17km from city centre,€13.33,
peru,machu-picchu,Machu Picchu Guest House,Machu Picchu Guesthouse offer nice and confortable rooms.,8.8,(458),- 1.02km from city centre,€11.47,€12.85
peru,machu-picchu,Supertramp Hostel,"Supertramp Hostel is located in Machu Picchu, Peru",8.9,(2122),- 1.05km from city centre,€14.00,€12.00
peru,machu-picchu,Machu Picchu Guest House,Machu Picchu Guesthouse offer nice and confortable rooms.,8.8,(458),- 1.02km from city centre,€11.47,€12.85
peru,machu-picchu,Nativus Hostel Machu Picchu,"Only 100 m from Machu Picchu Train Station and 50 m from Santuario Bus Station, Ecopackers offers a TV common area and an on-site restaurant.",8.0,(14),- 0.71km from city centre,€16.06,€15.60
peru,machu-picchu,KASONA DEL INKA,"Vive Machupicchu B&B is a great accommodation choice for a enjoyable and relaxed stay in Aguas Calientes, Machu Picchu.",7.3,(126),- 1.01km from city centre,€11.01,€11.01
peru,machu-picchu,Casa MachuPicchu Hostel,Casa MachuPicchu Hostel ia a great accommodation with good prices in Machu Picchu.,7.0,(164),- 0.84km from city centre,€10.79,€8.89
peru,machu-picchu,Illary Inn,Illary Inn will help you to meet Machu Picchu and the World.,9.7,(7),- 0.86km from city centre,€10.32,
peru,machu-picchu,Casa Blanca 704,"Casa Blanca 704, is located on the main and tourist street of 'Machu Picchu Pueblo'. Will provide you with all the necessary information to enjoy an exciting adventure through The Incas City, one of the 7 wonders of the world.",9.4,(7),- 0.98km from city centre,€10.41,
peru,machu-picchu,Hotel Luz Garden Machupicchu,"We offer comfortable, spacious and modern rooms with private bathroom, hot water, WIFI in the rooms, cable TV and free american breakfast.",8.8,(6),- 0.91km from city centre,€16.09,
peru,machu-picchu,Hotel Flower's House,"Flower's House is a first class accommodation, fine finishes and multiple facilities for our guests.",8.8,(47),- 0.86km from city centre,€43.59,
peru,machu-picchu,Andino Hotel,Andino Hotel perfect place with affordable prices,8.0,(6),- 0.78km from city centre,€38.54,
peru,machu-picchu,Don Andre,Don Andre is nice and comfortable hotel ideally located in Aguas Caliente near the Train Station.,7.9,(796),- 0.91km from city centre,€12.39,€9.18
peru,machu-picchu,Usgar Machupicchu Hostel,"Usgar Machupicchu Hostel is a friendly hotel in the heart of Aguas Caliente, only 8 km away from the Machu Picchu ruins. The property offers a wide choice of rooms with private bathroom.",7.8,(717),- 0.9km from city centre,€19.62,€12.85
peru,machu-picchu,Vista Machupicchu,"Vista Machupicchu is a cosy hotel located in Aguas Calientes, Machu Picchu. The hotel is located close to the train station. For your comfort property offers different services and equipment.",7.1,(89),- 0.88km from city centre,€13.77,
peru,machu-picchu,Quello Mapi Inn,"At the hostel all rooms have private bathroom, hot shower at all times, cleaning supplies, towels, cable TV and breakfast included.",6.9,(10),- 1km from city centre,€11.47,
peru,machu-picchu,Hotel Wiracocha Inn,Our hotel is located only three blocks away from Aguas calientes main square...,0.0,(46),- 5.87km from city centre,€33.65,
peru,machu-picchu,Samananchis Machupicchu,"Samananchis Machupicchu is a friendly and comfortable hotel located in Aguas Calientes, near the train station for Machu Picchu.",0.0,(40),- 1.09km from city centre,€16.06,
peru,machu-picchu,Casa de Luz Hotel,Hotel La Pequeña Casita is one block from the bus station to Machu Picchu just nest to the river. Perfect place to stay.,0.0,(35),- 0.79km from city centre,€27.53,
peru,machu-picchu,Hotel Santuario Machupicchu,"We have marvellous scenary, delicious food, and rich floklore. Our hotel is located in the Machupicchu district (in Machu Picchu Pueblo).",0.0,(11),- 0.61km from city centre,€40.15,
peru,machu-picchu,INKA TOWER MACHUPICCHU HOTEL***,"A cozy hotel with only 7 carefully decorated rooms, all of them with private bathroom...",0.0,(5),- 0.85km from city centre,€41.30,
peru,machu-picchu,Seven Mapi Hotel,Seven Mapi Hotel will bring you the very scent of Aguas Calientes and Peru.,0.0,(3),- 0.86km from city centre,€24.47,
peru,machu-picchu,Rupa Rupa High Jungle Eco B&B,"Provides accommodation with a garden, a terrace !! Located 600 m from Machu Picchu Hot Spring.",,,- 0.79km from city centre,€27.53,
peru,machu-picchu,Premier Inn,All rooms have a flat-screen satellite TV and a private bathroom. 500 meters of Machu Picchu Hot Springs.,,,- 0.66km from city centre,€30.00,
peru,machu-picchu,Hotel Machupicchu Adventure House,"Machu Picchu Adventure House is situated in Machu Picchu, within 500 m of Wiñaywayna Park and 2.3 km of Manuel Chavez Ballon Museum.",,,- 0.86km from city centre,€42.83,
peru,machu-picchu,Hotel MachuPicchu,achuPicchu an Incan citadel set high in the Andes Mountains in Peru.,,,- 0.94km from city centre,€21.41,
peru,machu-picchu,Terrazas del Inca,"Terrazas del Inca is located in a heart the ancient realm of the Incas, who developed the most important culture in all of South America.",9.5,(300),- 0.99km from city centre,€19.50,
peru,machu-picchu,Margaritas Machupicchu,At Margaritas Machupicchu we create experiences! Set 600 metres from Wiñaywayna Park.,8.0,(2),- 0.89km from city centre,€9.18,
peru,machu-picchu,Kasas del Inka Machupicchu,"Provides accommodation located in Machu Picchu, 2.6 km from Machu Picchu Historic Sanctuary and 2.7 km from Huayna Picchu.",5.6,(7),- 1.01km from city centre,€11.63,
peru,machu-picchu,Hostal Chaska Machupicchu**,"Located in the city of Aguas Calientes, Hostal Machupicchu offers all the comforts of home in a rugged environment. Carpeted rooms with bath, hot water, and TV provide a",0.0,(148),- 0.92km from city centre,€24.47,
peru,huaraz,Huascaran Guest House,"Our new hostel Huascaran is made with foreign tourists in mind with the comfort and need that a guest needs, we have different equipped rooms.",10,(1),- 1.85km from city centre,€6.00,€4.00
peru,huaraz,Lhotse Hostel B&B,"We are located 4 blocks from the Plaza de Armas, in a quiet neighbourhood, with a good location!!",9.9,(17),- 0.45km from city centre,€5.51,€4.59
peru,huaraz,Tony's House Hostel Huaraz,Tonys House Hostel Huaraz is the best perfect match for your holidays in Huaraz and Peru.,9.8,(28),- 0.67km from city centre,€6.15,€6.79
peru,huaraz,Hostel Climbing Point,Hostel Climbing Point is the perfect match for your holidays in Huaraz and Peru.,9.8,(29),- 1.28km from city centre,€4.83,€7.62
peru,huaraz,Andes Hostels,"We specialize in working with backpackers, hikers, and climbers, offering a variety of adventure travel and affordable accommodation options.",9.7,(13),- 0.91km from city centre,€6.35,
peru,huaraz,Kame House Backpacker,Kame House Backpacker is the perfect match for your holidays in Huaraz and Peru.,9.6,(125),- 0.33km from city centre,€3.81,€3.30
peru,huaraz,Vacahouse Huaraz B&B,"Vacahouse Huaraz B&B will help you to meet Huaraz, Peru and the World.",9.6,(147),- 0.62km from city centre,€6.35,€6.35
peru,huaraz,Mirador Backpackers B&B,We are located 5 blocks from the main square. Krusty Backpackers B&B offers a terrace.,9.5,(44),- 0.36km from city centre,€4.59,€4.59
peru,huaraz,Aldos Guest House,Aldos Guest House boasts a terrace and a shared lounge and is situated in Huaraz. Free WiFi is available.,9.3,(297),- 0.95km from city centre,€8.89,€6.86
peru,huaraz,Makalu Lodge,"Makalu Lodge offers non-smoking rooms, a shared lounge, free WiFi throughout the property, and a terrace. The property has city views.",9.3,(16),- 0.84km from city centre,€5.71,€5.08
peru,huaraz,Alpes Huaraz,"Welcome to Alpes Huaraz Property set high in the Andes surrounded by stunning snow capped mountains, this is the best property for adventure, relaxing and partying in Huaraz. We are a family run business founded in 1994, since that time we have developed...",9.2,(1673),- 0.64km from city centre,€8.97,€5.98
peru,huaraz,Krusty Hostel,"Huaraz, a living example of the pre-Hispanic and colonial, the city houses several attractions that are worth visiting.",9.1,(120),- 0.61km from city centre,€5.74,€6.42
peru,huaraz,Tupac Hostel Huaraz,"Brand new stunning hostel located in the middle of the snow mountains in Huaraz. Great location, only 8 minutes walk from Plaza de Armas.",9.1,(2),- 0.67km from city centre,€9.18,€8.26
peru,huaraz,Sunrise Guest House,"The city of Huaraz is in the Callejón de Huaylas, a valley in northern Peru. It is the capital of the department of Ancash and is located at more than 3000 meters above sea level.",8.6,(25),- 0.98km from city centre,€7.04,€7.34
peru,huaraz,MONTAÑERO HOSTEL,"Aventura Hostel is the place for you! We are a hostel and travel agency located just a 5 minute walk from the main square of Huaraz, Peru.",8.3,(15),- 0.98km from city centre,€4.44,
peru,huaraz,Big Mountain Hostel,Big Mountain Hostel will bring you the best vibes and atmosphere of Huaraz and Peru,8.0,(175),- 1.05km from city centre,€10.16,€7.62
peru,huaraz,Selina Huaraz,Selina Huaraz is one of our new hostels opening in January 2019. We are looking forward to welcoming you in Huaraz.,7.7,(146),- 0.79km from city centre,€11.64,€13.77
peru,huaraz,El Jacal Backpacker,El Jacal Backpacker comfortable rooms and dorms for your holidays in Huaraz.,7.4,(20),- 0.49km from city centre,€4.29,€5.05
peru,huaraz,Hostal casa del montañista,Welcome to the comfortable Huascaran Peru hostel!,4.6,(36),- 0.8km from city centre,€8.57,€8.89
peru,huaraz,La Casa De Los Andes,"Casa del Trekking, is a place for travelers and climbers to stay. We would be glad to offer you information about the trekking to the lakes, rock climbing, boulders and ice hiking.",0.0,(1),- 1.28km from city centre,€5.08,€5.84
peru,huaraz,Hostel Casa Jaimes,"Feel like being at home in Hostel Casa Jaimes, the best option for your trip to Huaraz.",,,- 1.19km from city centre,€7.11,
peru,huaraz,Valery Hostel Center,"Surrounded by impressive snow-capped mountains, this is the best property for adventure, relaxation and partying in Huaraz.",,,- 1.15km from city centre,€8.89,
peru,huaraz,Chacraraju Ecolodge,"Chacraraju Eco Lodge has a bar, shared lounge and garden in Chilán. The accommodation offers a shared kitchen, and luggage storage for guests.",,,- 5.7km from city centre,€22.94,
peru,huaraz,HOTEL VALERY CENTER,"Hotel Alpamayo Comfortable, is one of the best hotels in Huaraz, ideal for tourists, family trips, execut",6.1,(2),- 1.1km from city centre,€8.89,
peru,huaraz,Nery Lodging,Nery Lodging is a budget accommodation located in the city of Huaraz to few minutes from the central square.,0.0,(18),- 1.35km from city centre,€6.22,
peru,huaraz,La Casa de Maruja BB,"Located in a clean and safe neighborhood known as ""Palmira""",9.1,(319),- 3.94km from city centre,€10.32,€10.32
peru,huaraz,Alpamayo Guest House,ALPAMAYO GUEST HOUSE we offer accommodation in Huaraz with comfortable and spacious rooms!!,8.3,(48),- 0.97km from city centre,€7.80,
peru,huaraz,Krusty Hostel II,A recently renovated located in Huaraz. The property has garden views. The bed and breakfast features family rooms.,7.7,(1),- 0.62km from city centre,€9.00,
peru,paracas,Hospedaje Mary,"With a great location in Paracas City, Hospedaje Mary offers quiet, cozy and comfortable rooms.",10,(1),- 0.32km from city centre,€8.89,
peru,paracas,Viajero Kokopelli Hostel Paracas,Beach Front Hostel & Bar with Top Quality Accommodation!,9.1,(2906),- 0.08km from city centre,€22.19,€13.14
peru,paracas,Paracas Backpackers House,"In the beautiful Paracas Bay (Pisco – Peru), and very close to the Paracas National Reserve, is our lodging, where you can find clean and comfortable rooms at inexpensive rates.",8.8,(174),- 0.26km from city centre,€8.89,€7.62
